court,judge_name,case_type,sections_involved,num_hearings,petitioner_type,respondent_type,outcome,case_duration_days,filing_year,filing_month,description_length,word_count
1,48,3,9,7,2,3,0,305,2013,3,224,32
0,52,3,3,16,3,1,1,774,2014,4,234,32
3,34,3,1,8,0,2,0,254,2022,11,230,33
0,40,3,9,31,0,0,0,667,2015,8,257,35
2,4,2,1,20,3,2,0,1072,2019,5,245,35
0,16,1,6,20,2,2,1,645,2017,7,267,35
3,45,0,9,24,1,0,1,330,2018,5,228,33
3,0,3,8,34,2,1,1,746,2022,5,244,34
1,10,4,6,7,3,1,1,1042,2020,11,235,33
0,7,4,6,2,0,0,1,724,2019,1,243,34
1,6,0,6,36,0,3,1,641,2015,3,248,34
0,7,1,8,38,3,1,0,686,2022,5,279,38
2,9,4,4,33,2,2,1,104,2013,3,246,34
1,4,0,9,8,2,0,0,55,2019,2,243,33
1,31,0,5,5,2,2,0,666,2019,10,247,34
1,47,3,4,14,3,1,1,541,2023,5,250,34
1,43,3,4,34,1,2,1,1084,2014,10,248,34
2,26,4,3,35,3,3,1,540,2016,3,243,35
0,22,3,3,36,3,2,1,928,2013,2,259,35
1,47,3,4,11,0,0,0,735,2015,9,224,32
3,46,3,5,10,3,3,1,354,2023,3,234,32
2,2,3,8,12,3,1,0,953,2013,2,224,32
0,43,4,5,34,2,3,1,132,2021,9,235,33
2,30,0,1,3,2,2,1,774,2023,4,229,33
0,28,1,9,22,2,1,1,522,2014,4,268,36
1,16,2,3,4,2,1,0,803,2016,12,250,35
1,34,0,2,32,0,1,1,135,2022,11,249,35
0,38,0,7,12,0,2,0,246,2020,12,229,33
3,22,4,5,24,0,3,0,348,2013,9,233,33
1,29,3,6,17,2,3,0,635,2022,7,250,34
3,5,3,3,12,1,3,0,1012,2021,10,239,33
2,9,3,7,31,2,3,1,1001,2016,6,242,34
1,18,0,5,27,1,0,1,729,2017,7,249,35
1,37,0,1,32,2,0,1,151,2016,5,228,33
3,2,0,7,28,1,2,0,868,2018,9,249,35
2,25,1,9,30,0,1,0,938,2021,7,276,36
1,38,1,9,29,3,2,0,608,2020,5,278,37
1,21,3,9,5,2,0,0,100,2023,8,225,31
3,38,4,7,30,3,3,0,209,2014,2,235,33
1,22,3,8,16,1,0,0,893,2023,2,239,33
3,49,0,2,26,0,3,1,190,2022,12,233,34
0,13,0,7,3,3,3,0,392,2017,3,247,34
0,41,2,5,17,2,0,1,849,2014,7,233,31
3,22,1,7,14,3,1,1,192,2015,6,262,34
2,19,3,9,13,3,2,0,489,2023,5,230,32
1,1,3,1,17,3,0,0,762,2013,2,239,33
0,2,3,6,36,2,3,1,564,2014,1,259,35
2,48,1,3,28,1,2,1,968,2013,10,276,36
2,17,2,9,32,0,1,0,221,2014,11,238,31
2,50,2,2,23,2,1,0,642,2021,9,250,35
3,43,2,2,33,0,0,1,416,2013,8,253,33
0,37,0,4,29,1,1,0,628,2023,8,233,34
1,28,1,5,4,2,3,0,171,2017,5,268,36
0,24,2,1,26,1,3,0,764,2018,11,263,34
0,19,3,9,16,0,2,0,248,2019,7,224,32
3,25,1,3,20,1,1,0,895,2021,12,279,38
3,14,0,9,14,2,0,0,981,2019,11,241,34
3,48,4,5,3,1,1,0,394,2013,9,244,35
2,40,2,9,35,1,0,0,796,2022,2,248,32
3,24,2,6,9,2,0,0,614,2013,12,255,33
1,4,1,5,13,0,3,0,941,2018,10,271,37
1,5,2,9,25,0,0,0,1020,2022,7,252,35
0,3,1,1,37,3,3,1,965,2018,8,268,36
0,19,4,2,11,1,2,1,307,2017,8,236,33
1,36,3,7,32,1,1,1,660,2016,8,224,32
3,22,4,7,5,2,3,0,129,2021,8,246,35
2,1,2,1,34,2,0,1,355,2020,2,255,33
2,48,4,1,9,3,2,0,418,2021,11,249,34
2,24,0,6,5,3,2,0,557,2022,12,243,33
3,32,1,4,24,3,3,1,920,2019,7,267,35
1,22,2,5,39,3,3,1,50,2016,11,255,33
1,9,2,2,37,3,1,1,557,2019,7,246,32
0,6,2,8,15,2,2,0,904,2016,12,248,32
1,18,2,9,4,0,0,1,276,2015,4,252,35
0,37,3,3,4,0,2,0,888,2016,10,245,33
2,35,4,6,8,2,2,1,112,2018,4,236,33
2,43,1,8,25,3,0,0,573,2015,7,265,34
3,22,4,4,18,3,3,0,1085,2016,6,243,34
1,1,1,5,34,2,1,1,433,2019,3,276,36
2,1,1,5,4,3,3,1,714,2014,6,265,34
1,36,1,3,29,3,1,1,214,2014,2,279,38
1,23,4,5,37,2,2,1,481,2021,7,246,36
1,38,4,8,28,2,1,0,110,2022,3,244,34
1,3,1,2,37,3,0,1,153,2016,6,265,35
0,7,1,6,37,0,0,1,377,2014,7,270,36
2,20,0,6,14,3,3,1,1080,2018,1,247,34
1,2,0,6,38,1,0,0,1033,2014,11,234,34
1,45,2,3,7,1,1,1,92,2022,8,246,32
0,35,3,5,33,2,0,1,103,2013,10,244,34
3,38,1,5,37,1,1,0,765,2018,7,279,38
3,12,2,8,31,3,2,0,1045,2017,3,250,35
1,40,3,8,32,0,3,1,571,2018,2,244,34
0,7,3,1,14,1,0,1,595,2021,4,230,33
2,5,0,1,28,0,0,1,673,2015,11,233,34
0,32,2,3,19,3,2,0,501,2023,1,246,32
2,7,1,9,7,1,3,0,826,2023,10,265,35
2,36,0,2,21,2,2,1,161,2017,10,234,34
0,50,1,9,35,2,0,0,93,2017,3,262,34
2,8,0,1,19,2,2,1,106,2015,8,234,34
1,46,2,8,19,0,3,0,268,2021,12,238,31
2,36,3,5,32,0,3,1,612,2020,12,239,33
0,50,3,7,38,1,1,0,310,2017,12,248,35
3,1,4,3,39,1,1,1,670,2020,7,241,34
0,2,2,4,35,1,3,1,50,2017,1,255,33
3,31,2,7,9,0,0,1,494,2020,6,241,32
1,9,2,6,10,1,3,1,187,2022,1,240,31
2,27,1,2,31,2,1,1,337,2017,11,267,35
2,48,0,7,31,3,0,0,721,2020,4,237,33
2,33,3,3,24,2,3,0,44,2019,3,230,33
2,39,4,9,27,3,0,0,854,2013,10,233,33
1,2,4,6,29,0,3,1,315,2013,9,248,34
2,50,2,8,7,0,3,0,951,2015,11,240,31
0,47,4,9,20,2,1,0,794,2015,10,238,34
2,22,4,6,24,0,1,1,997,2015,2,235,33
0,23,3,7,28,2,0,0,678,2023,3,242,34
1,48,2,8,9,0,2,0,468,2019,8,233,31
0,13,2,3,25,0,2,1,199,2013,6,241,32
0,52,0,5,17,1,0,1,107,2022,12,233,34
3,18,4,1,26,1,3,1,878,2016,4,241,35
1,0,1,9,10,3,0,0,719,2023,11,267,35
1,32,3,6,38,3,2,1,188,2015,6,233,33
0,30,1,7,15,3,3,0,132,2013,12,270,36
0,25,3,5,2,2,3,0,881,2014,6,242,34
1,30,3,6,12,0,2,0,93,2017,3,230,32
0,21,1,2,12,0,3,0,578,2023,3,268,35
1,43,4,2,14,0,1,0,377,2019,1,251,35
1,9,1,3,26,1,0,1,797,2014,5,268,35
1,52,3,7,2,2,3,0,91,2016,6,248,34
3,45,2,5,15,3,0,1,118,2018,5,240,31
0,29,3,2,7,1,3,1,179,2018,12,234,32
2,12,1,7,18,2,2,0,822,2022,3,273,36
3,6,3,5,14,0,2,1,792,2013,7,248,34
0,48,3,4,17,3,3,1,801,2013,1,242,34
2,52,3,2,16,1,0,0,645,2020,12,248,34
0,15,3,3,31,0,0,1,217,2014,3,248,34
0,29,4,4,35,3,2,1,273,2020,7,244,34
3,22,2,9,3,1,2,1,177,2016,10,267,37
1,49,2,7,15,2,1,0,164,2017,4,263,34
0,3,0,7,18,0,0,1,831,2014,8,228,33
1,43,0,1,16,3,1,1,518,2021,7,233,34
1,0,3,4,27,1,1,0,475,2015,1,230,32
0,25,4,7,28,1,0,0,187,2013,2,249,34
3,17,0,9,16,1,0,0,723,2019,7,229,33
3,52,2,2,23,0,2,1,919,2014,9,233,31
3,36,4,5,3,1,0,1,39,2014,11,251,35
0,24,3,7,7,2,2,0,1026,2015,5,245,33
0,15,0,1,38,3,0,1,226,2020,1,243,33
1,38,0,2,23,2,0,0,1005,2021,4,237,33
3,38,0,8,15,3,0,0,828,2023,1,248,34
1,32,4,1,39,3,3,0,982,2023,10,236,33
1,5,2,8,37,0,3,0,242,2015,7,245,35
3,18,2,2,3,3,1,1,633,2015,5,270,35
0,45,0,6,36,2,2,1,115,2015,5,249,35
1,16,4,1,7,2,0,0,509,2015,1,246,36
3,33,2,2,6,2,0,0,217,2013,2,263,34
3,43,4,4,4,3,3,0,106,2019,6,241,34
1,3,3,7,25,0,3,1,920,2013,2,239,33
0,46,0,1,22,3,2,1,838,2013,6,247,34
1,6,4,8,12,1,0,0,400,2017,5,251,35
0,42,0,3,34,0,0,1,473,2021,11,241,34
3,30,0,8,9,2,1,1,597,2018,5,233,34
0,26,0,7,15,1,2,1,679,2017,5,229,33
3,6,0,8,22,1,1,0,647,2015,1,233,34
0,23,1,8,36,2,3,1,356,2020,6,279,38
3,38,3,7,21,1,1,0,428,2016,7,243,33
1,7,4,1,33,3,0,1,1088,2023,12,241,35
1,16,4,2,35,2,0,1,130,2014,7,241,34
1,12,0,6,22,1,2,0,462,2021,8,237,33
3,14,4,8,27,0,2,0,304,2020,6,235,33
0,36,0,6,17,2,3,0,290,2017,1,248,35
2,31,3,5,29,2,3,0,198,2017,4,248,34
2,34,2,3,13,3,0,1,135,2023,7,233,31
0,12,3,5,31,2,1,1,1003,2021,1,239,33
3,22,0,3,6,0,0,0,961,2013,6,244,34
1,43,0,3,3,0,3,1,821,2019,1,232,34
0,7,2,6,2,3,3,1,1022,2021,2,267,37
3,21,3,4,15,0,0,1,910,2017,2,230,32
0,38,3,3,7,3,2,0,167,2020,8,257,35
3,50,3,7,24,2,0,1,899,2019,11,248,35
0,7,4,7,23,3,3,0,894,2016,8,243,35
0,45,4,2,31,0,2,1,32,2013,1,246,35
3,38,4,2,12,2,2,1,970,2013,5,246,35
0,28,0,5,32,2,2,1,831,2020,8,233,34
2,25,3,2,33,1,2,1,1093,2021,7,224,32
1,43,4,1,34,1,0,1,545,2017,1,243,34
2,16,1,2,32,1,1,1,824,2018,3,273,36
0,1,0,9,27,1,1,0,858,2018,8,243,33
2,41,3,7,4,1,3,0,743,2022,9,239,33
0,4,4,9,6,0,2,0,1057,2018,10,243,35
1,14,4,5,37,3,3,1,182,2019,4,251,35
2,30,1,2,11,2,2,1,412,2019,2,271,37
2,24,0,3,38,2,3,1,132,2014,6,249,35
0,43,0,9,24,2,0,0,677,2020,9,232,34
2,30,3,9,23,1,0,0,56,2022,12,242,34
3,0,2,8,25,1,3,0,355,2014,3,238,31
3,22,4,4,14,3,3,0,821,2013,10,244,35
0,23,3,3,1,2,2,0,986,2018,5,239,34
2,45,4,3,10,1,2,0,267,2021,5,238,34
3,47,4,5,20,0,1,1,301,2013,11,249,34
0,7,4,2,10,3,0,1,58,2021,3,241,34
1,52,2,1,39,1,0,0,405,2015,7,270,35
2,33,1,2,19,1,2,1,782,2015,1,278,37
0,29,4,3,3,0,2,0,980,2015,1,243,35
3,31,2,9,16,1,3,0,480,2018,10,255,33
2,14,4,7,15,2,3,0,137,2019,8,249,34
2,22,1,4,27,3,2,0,373,2018,1,265,34
1,47,3,3,23,1,3,1,558,2019,8,248,34
0,38,1,6,17,1,2,0,678,2021,11,265,34
1,1,1,9,37,3,2,1,651,2022,2,267,35
1,45,3,1,25,2,1,1,886,2021,1,250,35
1,43,2,9,3,2,0,0,649,2018,9,252,35
2,26,2,1,13,1,0,0,461,2015,5,267,37
2,37,3,1,33,0,0,1,158,2021,3,230,33
2,6,3,1,28,1,0,1,1031,2020,5,243,33
0,21,1,8,13,0,0,0,72,2022,10,268,35
3,48,3,1,11,0,2,1,381,2020,10,230,33
1,14,3,7,12,2,2,0,475,2014,6,243,33
2,5,3,1,23,1,2,1,982,2019,4,248,34
1,10,2,7,11,1,2,0,515,2020,12,253,33
3,48,1,4,17,1,2,0,472,2023,12,276,36
2,6,3,5,35,0,0,0,1038,2016,8,244,34
1,17,0,6,24,0,3,0,420,2022,6,228,33
0,17,0,1,7,0,1,1,838,2016,1,237,33
1,50,2,8,23,1,1,0,64,2017,2,267,37
1,21,4,4,3,2,0,1,670,2023,8,246,35
1,13,3,1,21,2,2,1,809,2014,10,248,34
1,5,4,6,32,0,2,1,254,2015,4,246,36
0,31,2,2,15,1,1,1,842,2022,3,248,32
0,38,3,8,35,3,1,1,994,2023,1,234,32
2,47,1,8,36,2,3,0,87,2014,2,279,38
2,48,0,1,11,3,3,1,237,2022,1,248,35
1,43,3,9,13,2,3,0,184,2019,6,259,35
3,40,2,6,38,2,0,0,1043,2022,8,255,33
2,51,4,1,9,2,1,0,341,2018,6,251,35
2,45,3,6,37,1,3,1,1042,2019,6,257,35
0,43,4,7,18,0,2,0,436,2015,7,241,35
1,40,2,6,5,0,2,1,1076,2019,6,246,32
2,0,3,7,37,0,2,0,631,2017,8,245,33
2,31,2,1,7,1,0,0,332,2017,6,245,35
0,26,4,6,24,1,2,0,574,2016,1,236,33
0,36,3,1,15,3,2,1,177,2017,5,243,33
0,52,0,2,39,0,1,1,243,2014,11,242,34
1,39,3,7,27,2,1,0,702,2022,5,225,31
0,14,2,5,32,3,0,1,835,2017,6,270,35
3,43,0,2,1,1,3,1,482,2017,4,234,34
1,18,3,1,15,0,1,1,944,2023,10,239,34
1,35,3,4,24,2,1,0,445,2018,5,239,34
2,42,0,8,15,0,2,0,430,2020,9,233,34
0,38,1,5,34,0,0,0,625,2023,12,268,36
2,14,4,5,32,2,3,1,451,2022,6,241,34
2,2,0,7,19,0,1,0,767,2016,11,248,35
0,21,4,3,15,1,3,0,995,2018,11,246,35
2,48,4,4,4,2,3,0,385,2022,1,251,35
3,20,4,8,34,2,3,1,551,2018,7,241,34
1,19,2,5,8,2,0,0,388,2016,1,248,32
1,25,1,3,31,3,2,1,662,2018,10,279,38
0,16,3,2,25,1,3,1,683,2013,4,245,33
0,48,4,3,25,0,3,0,512,2022,9,233,33
1,48,1,4,25,2,0,0,106,2019,7,265,34
3,15,1,1,20,1,2,1,1021,2015,10,265,35
3,43,3,8,6,1,0,1,778,2018,4,250,34
2,49,3,6,37,0,0,0,801,2013,5,250,34
0,23,3,8,25,1,3,0,884,2021,8,250,35
1,45,2,4,37,2,0,1,58,2018,11,245,35
3,20,1,4,12,0,3,1,971,2013,1,278,37
1,16,3,4,10,1,1,0,122,2018,1,239,33
1,48,0,5,5,1,2,1,836,2013,10,233,34
0,0,1,5,20,3,2,0,1051,2017,4,278,37
3,15,3,8,22,0,0,1,572,2022,6,242,34
2,50,3,4,24,2,0,1,795,2020,3,248,34
0,36,0,2,27,1,3,1,964,2018,4,234,34
1,43,4,4,32,3,1,1,635,2018,8,243,34
0,16,0,7,11,0,0,0,555,2018,7,228,33
0,4,0,9,3,3,0,0,894,2014,1,248,34
3,34,2,4,31,3,2,1,872,2015,6,238,31
3,42,3,2,28,2,2,0,118,2021,12,239,33
0,24,4,2,3,2,1,0,98,2023,3,244,35
0,24,1,3,25,0,2,1,792,2014,8,268,35
3,11,2,6,11,2,2,0,788,2023,1,255,33
2,11,4,4,31,3,2,0,899,2013,5,243,35
0,36,4,6,18,0,2,0,119,2018,9,248,34
3,40,4,9,12,3,3,0,196,2022,2,241,34
2,43,1,1,19,3,2,1,59,2015,5,271,37
3,38,4,3,18,3,1,0,333,2023,6,244,35
0,1,3,8,25,0,3,0,567,2023,10,230,32
1,10,4,9,29,1,2,0,416,2017,9,241,34
1,12,4,7,13,1,1,1,157,2022,10,243,35
1,49,3,4,17,0,2,0,622,2013,11,248,34
3,13,0,2,7,0,0,0,377,2018,9,243,33
3,16,2,1,38,2,3,0,337,2016,3,270,35
3,49,0,2,38,0,0,1,858,2019,11,228,33
0,23,0,7,8,0,1,0,370,2015,10,242,34
2,12,4,7,5,1,0,1,618,2017,11,246,36
3,41,1,5,13,2,0,0,101,2021,1,276,36
2,17,2,6,1,1,2,0,814,2015,4,255,33
2,10,4,2,19,1,0,1,610,2022,4,246,36
2,40,4,7,22,1,0,1,868,2020,6,236,33
3,13,4,3,21,3,1,1,352,2015,10,233,33
1,43,0,6,6,1,0,0,543,2020,5,248,35
2,46,3,8,37,1,2,1,488,2016,6,230,33
2,5,2,9,26,3,1,1,1084,2019,1,240,31
1,49,0,8,35,1,0,1,138,2019,9,244,34
0,47,3,6,26,2,0,1,246,2021,12,230,33
3,7,1,7,13,1,0,0,1067,2016,10,270,36
0,4,3,6,20,2,3,1,120,2017,12,248,34
0,24,0,8,2,2,3,0,327,2017,11,242,34
3,42,4,2,14,1,0,1,370,2022,6,244,34
3,52,1,8,35,0,3,1,871,2022,4,278,37
1,21,1,6,27,3,2,1,845,2015,5,265,35
3,23,2,2,12,0,2,1,959,2014,2,267,37
0,48,2,8,24,3,1,0,132,2023,7,255,33
3,18,1,5,6,3,1,1,260,2014,11,268,35
2,8,4,5,11,1,0,0,529,2015,4,244,35
2,25,3,8,14,0,2,0,811,2014,4,248,34
3,46,4,4,5,0,2,1,641,2014,10,243,34
0,49,4,5,21,2,2,1,588,2013,9,246,36
2,31,0,1,6,2,3,1,894,2019,8,228,33
3,41,2,7,22,2,0,0,241,2018,8,270,35
2,43,0,2,23,3,1,0,935,2014,1,242,34
0,1,1,9,15,2,2,0,734,2020,3,271,37
2,16,4,4,18,1,3,1,285,2014,11,249,34
2,39,0,4,15,3,1,0,498,2018,12,228,33
3,21,1,9,27,0,3,0,323,2021,1,262,34
3,0,2,8,21,2,1,0,360,2017,9,248,32
2,44,1,6,2,1,0,1,761,2016,5,267,35
2,24,0,1,31,1,2,1,355,2022,11,244,34
0,4,0,9,38,2,3,1,949,2021,10,228,33
2,8,1,5,16,0,3,0,134,2022,4,270,36
0,44,0,1,22,3,2,1,210,2014,9,244,34
3,8,0,2,26,0,2,1,1007,2016,1,244,34
3,38,4,8,9,0,2,1,803,2017,3,236,33
2,34,1,7,27,0,3,0,500,2014,11,268,35
2,19,1,9,8,3,2,1,284,2017,3,267,35
0,26,0,2,4,3,0,1,302,2015,9,249,35
2,28,2,2,35,1,2,1,223,2018,4,250,35
0,38,1,7,30,2,1,1,989,2020,10,270,36
1,22,3,8,4,1,3,0,391,2017,7,248,34
0,28,2,6,3,2,1,0,1032,2020,12,255,33
2,15,3,3,5,3,2,0,880,2017,4,239,34
3,25,1,5,35,3,3,0,413,2018,6,270,36
0,47,1,2,31,2,2,1,824,2016,8,268,35
2,20,3,4,39,0,1,0,540,2013,12,239,33
1,18,4,2,37,2,2,0,542,2013,3,238,34
2,9,2,7,32,1,2,1,853,2015,1,238,31
1,32,3,2,18,1,3,1,794,2019,10,248,34
1,13,0,3,33,1,0,0,264,2014,2,244,34
2,6,3,3,4,3,3,0,464,2018,3,244,34
0,39,1,5,7,3,2,0,1030,2014,6,278,37
0,12,1,3,27,2,2,0,255,2017,2,278,37
2,50,1,6,1,1,3,0,792,2015,12,279,38
2,12,0,1,11,2,2,1,932,2015,4,243,33
2,48,2,5,12,3,3,0,672,2018,9,255,33
0,44,3,8,38,0,2,0,87,2022,10,242,34
1,38,3,6,6,1,0,1,940,2020,3,250,34
2,27,1,6,36,3,1,0,994,2015,8,279,38
2,45,4,3,30,3,3,1,718,2022,5,244,35
3,40,0,8,35,3,0,0,874,2023,2,241,34
1,0,4,8,31,0,0,1,78,2021,4,244,34
0,7,2,2,1,3,3,0,804,2015,5,233,31
1,37,1,6,3,2,0,0,890,2014,11,265,34
2,43,0,9,37,3,3,1,638,2023,9,248,35
1,16,2,5,16,2,2,0,590,2022,10,248,32
2,12,2,2,27,0,0,1,896,2017,8,241,32
0,23,1,8,37,3,2,0,738,2018,1,279,38
1,45,4,4,2,2,0,0,60,2018,11,241,35
1,15,4,6,13,2,2,0,227,2022,10,251,35
2,28,4,1,29,1,2,1,662,2016,4,241,34
3,22,3,1,22,3,3,0,677,2020,6,239,33
2,43,2,6,36,3,0,1,309,2023,4,240,31
0,20,0,1,20,1,0,1,178,2016,4,232,34
3,0,1,2,14,0,1,0,714,2016,2,265,35
0,19,0,2,13,0,1,1,361,2014,6,234,34
0,7,3,1,27,0,0,1,751,2021,1,243,33
3,40,2,3,10,3,2,1,736,2015,12,245,35
2,12,1,9,13,3,1,0,259,2013,3,262,34
3,45,4,3,17,0,0,1,850,2018,7,236,33
0,48,0,8,26,0,1,0,195,2019,2,244,34
1,8,4,7,1,3,1,0,457,2013,3,244,34
1,37,2,2,21,1,3,1,658,2021,2,248,33
0,34,1,6,19,1,0,0,978,2019,2,279,38
3,13,0,3,6,2,1,0,1036,2018,3,234,34
0,20,0,2,14,2,3,0,772,2016,10,243,33
2,15,1,9,1,1,2,0,739,2020,1,278,37
1,22,1,1,39,1,1,0,565,2021,4,267,35
0,47,1,4,30,1,3,1,548,2021,6,265,34
1,43,3,9,32,1,2,1,625,2017,4,239,33
3,41,2,2,9,0,1,0,1030,2018,7,255,33
0,50,2,2,17,3,0,1,726,2015,10,270,35
2,8,3,1,16,0,0,1,906,2015,5,239,33
0,30,3,8,4,1,2,1,620,2022,6,245,33
2,17,1,7,35,1,2,0,814,2017,5,276,36
1,16,2,2,3,2,0,0,939,2016,1,248,32
1,31,1,6,34,3,1,1,498,2021,1,267,35
3,27,0,7,7,1,0,1,720,2020,8,229,33
3,43,4,4,25,0,1,1,555,2015,12,243,34
1,37,3,1,39,0,0,1,576,2014,12,243,33
0,14,2,2,11,2,0,1,313,2019,12,241,32
0,28,0,8,11,0,0,1,925,2023,2,248,34
0,7,3,6,5,3,0,0,904,2014,8,248,34
0,7,1,1,39,0,2,1,1015,2015,8,271,37
3,5,4,5,7,2,1,0,334,2023,3,238,34
3,41,1,3,31,0,3,1,1098,2021,1,268,36
3,11,0,1,38,2,2,1,783,2019,8,248,34
2,43,4,7,29,3,2,0,394,2016,9,248,34
1,34,3,6,25,2,1,0,966,2018,2,257,35
1,31,3,1,4,0,1,1,627,2015,1,233,33
0,25,0,1,17,1,3,0,620,2021,12,248,34
0,3,2,3,26,0,2,1,840,2018,7,245,35
0,12,1,3,37,2,3,0,197,2021,10,273,36
1,46,3,5,13,3,0,1,527,2022,8,239,33
1,20,2,7,21,0,0,0,56,2014,1,245,35
1,51,0,6,1,2,0,0,486,2022,6,244,34
3,43,1,5,16,2,0,1,750,2016,5,276,36
1,32,2,8,24,3,0,1,1086,2016,8,253,33
2,38,4,4,5,1,3,1,270,2018,1,233,33
3,50,2,4,35,0,3,1,967,2016,4,255,33
2,7,1,9,4,0,1,0,71,2016,9,268,36
0,22,0,8,30,3,3,0,44,2020,8,243,33
3,17,3,6,27,0,0,0,397,2016,6,248,35
1,38,1,6,34,2,1,0,339,2019,9,268,36
1,40,1,4,3,1,0,1,652,2016,11,262,34
1,5,1,8,37,3,0,1,237,2016,7,265,35
2,25,2,3,4,0,2,1,620,2014,7,267,37
2,9,4,5,38,2,3,0,1086,2022,7,233,33
2,35,1,7,38,3,3,1,209,2014,4,265,34
1,48,0,4,7,3,3,1,491,2019,2,249,35
0,7,1,6,24,3,2,0,676,2015,11,278,37
2,22,3,1,28,0,1,0,489,2023,11,248,35
3,21,1,1,35,1,0,0,469,2013,10,271,37
0,47,1,7,8,0,1,0,70,2017,9,278,37
2,28,1,3,7,2,0,0,541,2018,8,265,35
3,10,1,4,24,1,1,1,1021,2023,11,267,35
2,7,3,5,38,0,3,1,965,2014,9,233,33
0,10,0,7,23,3,0,1,884,2022,2,242,34
1,24,4,6,28,3,2,0,114,2013,9,249,34
0,3,1,4,34,2,1,0,164,2016,3,276,36
3,38,3,1,13,2,2,1,594,2022,3,244,34
3,4,4,8,16,2,0,1,348,2017,2,233,33
1,43,0,8,36,2,3,1,215,2019,6,234,34
0,0,3,9,9,0,1,0,227,2017,4,257,35
3,16,2,1,5,3,2,0,225,2022,11,246,32
0,6,1,4,3,1,3,0,128,2014,1,262,34
3,20,4,7,35,1,2,1,683,2023,10,246,35
1,36,3,6,29,0,0,0,472,2015,7,239,33
1,41,2,9,26,0,1,0,746,2019,7,245,35
0,4,1,6,13,0,0,0,259,2015,11,262,34
3,11,1,2,20,3,2,1,678,2021,10,265,35
3,38,1,6,20,2,2,1,227,2020,9,276,36
0,3,4,2,35,1,1,1,1018,2014,10,233,33
0,13,2,5,38,1,1,0,213,2015,9,246,32
0,39,3,1,1,0,3,0,880,2020,9,233,33
1,0,1,6,24,0,1,1,763,2018,7,268,35
1,34,1,2,22,0,3,0,242,2019,1,267,35
1,25,2,4,25,0,2,0,126,2017,1,255,33
3,43,1,3,20,1,3,1,710,2020,6,267,35
0,7,1,7,38,0,3,1,76,2023,3,270,36
3,39,1,5,7,1,3,0,693,2014,2,267,35
2,41,3,8,9,3,3,0,755,2020,8,248,35
3,16,1,8,11,2,3,0,721,2023,4,262,34
0,51,4,8,28,1,3,0,1074,2015,6,246,34
3,21,4,5,8,3,2,1,489,2017,8,249,34
1,31,0,5,12,3,0,0,566,2019,3,229,33
1,10,3,9,10,0,1,0,1043,2021,7,224,32
2,48,2,5,11,0,0,1,950,2020,7,248,32
3,44,0,2,28,0,0,1,526,2023,11,234,34
0,38,2,2,7,3,0,1,482,2019,2,241,32
3,9,1,2,38,3,0,1,874,2022,8,273,36
2,41,0,9,4,1,2,0,634,2018,9,228,33
2,38,1,4,26,2,0,1,544,2016,6,267,35
3,21,1,7,1,2,2,1,902,2020,5,273,36
2,4,2,9,22,0,1,0,872,2017,6,240,31
0,43,4,6,2,1,2,0,473,2020,3,243,34
1,3,4,9,20,0,0,0,453,2020,2,236,33
3,20,1,5,9,3,0,0,745,2013,10,271,37
3,29,2,6,6,1,0,0,30,2018,12,233,31
3,9,2,9,12,1,1,0,866,2013,2,246,32
1,14,4,2,30,2,0,1,564,2017,7,241,35
0,51,2,4,12,1,0,1,965,2020,3,238,31
0,43,3,4,36,2,3,1,616,2020,3,234,32
3,28,3,6,34,3,3,0,444,2014,2,230,32
2,24,3,3,15,2,1,0,153,2022,12,250,35
3,8,0,5,18,2,0,1,31,2021,2,233,34
1,29,3,7,5,3,2,1,741,2016,5,248,34
2,3,1,2,1,3,1,1,242,2017,12,279,38
0,40,2,9,28,2,3,0,943,2014,5,255,33
3,41,3,5,33,2,2,1,559,2016,12,259,35
2,3,0,7,30,1,2,0,959,2020,6,243,33
2,9,0,6,25,3,1,1,528,2022,9,243,33
3,18,0,7,6,2,0,0,433,2019,6,228,33
3,0,1,1,26,0,3,1,180,2016,2,268,35
2,49,1,6,10,1,2,1,468,2022,12,273,36
3,38,3,4,35,1,0,0,908,2018,12,230,32
3,48,3,5,14,2,1,0,948,2021,3,225,31
3,37,1,4,2,2,0,0,541,2020,10,273,36
2,38,2,6,13,1,3,0,1098,2017,5,238,31
0,24,0,4,17,3,3,0,68,2013,3,248,34
3,7,4,4,11,3,2,1,86,2019,12,241,34
3,41,3,9,5,3,3,1,95,2022,10,224,32
0,2,0,1,23,3,1,1,96,2022,6,248,35
2,43,0,3,12,1,3,1,35,2022,6,233,34
2,42,1,4,34,1,3,1,88,2016,10,267,35
1,36,1,9,19,2,1,1,882,2022,12,265,34
2,38,0,1,23,3,1,0,524,2013,2,232,34
2,22,1,8,6,1,1,0,865,2016,6,276,36
2,43,3,1,7,3,3,0,869,2019,11,248,34
3,6,4,4,30,3,2,1,769,2016,6,246,35
0,44,3,6,6,0,1,1,130,2013,4,245,33
0,43,4,6,32,3,1,0,160,2014,12,236,33
3,43,1,1,38,0,0,1,767,2023,4,270,36
1,5,4,7,15,2,0,1,1051,2017,9,251,35
1,42,1,9,1,0,2,0,213,2014,11,278,37
2,30,0,3,26,0,2,0,709,2019,10,248,35
1,26,2,3,37,0,1,0,65,2017,2,238,31
2,29,1,1,20,0,0,1,242,2017,4,262,34
